Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Category),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Flagged),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Update the start and end dates of the Milestones,ORBIS-601,15106,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,03/Dec/25 3:01 PM,21/Jan/26 3:38 PM,,18/Dec/25 6:21 AM,,0,Programs-Not-Deploy,,"*Kickoff* , *Submission* , and *Certificate* dates *Received* at the corresponding milestones , according to the project information. These dates must be updated using specific _triggers_ for each field.

[Tareas Smart Table.docx|https://orbiscompliancellc-my.sharepoint.com/:w:/g/personal/smamani_orbiscompliance_com/IQD7mup2ZruRRKt0tbD2GuiUAVXss6bnc9z4w1PAawa0cHs?e=nUpmew]

!image-20251203-230336.png|width=214,alt=""image-20251203-230336.png""!

*Milestones and Update Description:*

·         *Milestone: Project Kickoff*

o    *Kickoff* date is recorded in the project, the ""Project Kickoff "" milestone should be automatically updated with the following dates:

§  *Start Date (Manual)* : We will coordinate with *Gilmar* to define when this date should be recorded.

§  *End Date (Manual) : This will be automatically set with the* Kickoff registration date in the project.

·         *Milestone: Application Submission*

o    *Submission* date is recorded in the project, the milestone "" Application "" should be automatically updated. Submission "" with the following dates:

§  *Start Date (Manual)* : We will coordinate with *Gilmar* to define when this date should be recorded.

§  *End Date (Manual) : This will be automatically set to the date the* Submission was registered in the project.

·         *Milestone: Certificate*

o    *Actually Time* is recorded in the project, the milestone "" Certificate "" should be automatically updated with the following dates:

§  *Start Date (Manual)* : We will coordinate with *Gilmar* to define when this date should be recorded.

§  *End Date (Manual)* : It will be automatically set with the date of registration of the Actually Time in the project.

·         *Updating fields and completing milestones :*

o    When a date is entered in the *End Date (Manual) field* of any milestone , a _trigger_ should be launched that updates the *Complete* field to true for that milestone.

For all other milestones , the updating of dates and the *Complete field* will be done as it has been done historically, marking *Complete = true* when the milestone has been completed",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/Dec/25 3:04 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251203-230336.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:hzzzzz,ORBIS Sprint 7,,,,,5.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,18/Dec/25 6:21 AM
Record start and end dates in Milestones — Documentary Projects,ORBIS-600,15105,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,03/Dec/25 3:01 PM,21/Jan/26 3:38 PM,,18/Dec/25 6:19 AM,,0,Programs-Not-Deploy,,"_Kickoff_ date in a document-type project, a _trigger must be executed_ that automatically calculates and updates the *Start Date (Auto)* and *End Date (Auto) columns* of the *Milestones table* , using the values defined in the *TIME column* .

[Tareas Smart Table.docx|https://orbiscompliancellc-my.sharepoint.com/:w:/g/personal/smamani_orbiscompliance_com/IQD7mup2ZruRRKt0tbD2GuiUAVXss6bnc9z4w1PAawa0cHs?e=nUpmew]

*Acceptance Criteria :​*

·         _trigger_ must be developed that calculates and records the start and end dates of each milestone based on the value of the *TIME column* .

·         The calculation should only consider working days (Monday to Friday).

·         After registering the Kickoff , the system should display a confirmation message.

*·*         The message to display should be: *“The project schedule has been established correctly.”*",,Ruben Orellana Gutierrez,Saul Mamani,,,,712020:56472b32-05f9-4cf4-8890-dfc424324468,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:hzzzzx,ORBIS Sprint 7,,,,,8.0,,,"18/Dec/25 5:52 AM;712020:56472b32-05f9-4cf4-8890-dfc424324468;Coordinating with Saul regarding the message that ""*The project schedule has been established correctly.*"" it is not possible to add it to the trigger, and in this case, it was decided that it will remain without the message.",,,,,,,12336,ORBIS-146,Programs Project,Done,18/Dec/25 6:19 AM
Register the Lead Time in the project,ORBIS-599,15072,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,03/Dec/25 1:33 PM,03/Feb/26 2:26 PM,,03/Feb/26 2:26 PM,,0,,,"* When the project is created, the *Lead Time* field must store the *total sum of the LEAD TIME* values from all project milestones.
* Since the time unit is days, the field label must be updated to *“LEAD TIME (days)”*.

!image-20251203-213653.png|width=315,alt=""image-20251203-213653.png""!",,Fernando Rodriguez,Saul Mamani,,,,5f2ddfb0c1b9f4001cdc43c3,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/Dec/25 1:37 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251203-213653.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008e6:,ORBIS Sprint 6,ORBIS Sprint 7,,,,5.0,,,"08/Dec/25 3:12 AM;5f2ddfb0c1b9f4001cdc43c3;Currently the label of this field mentions weeks, so I need to know if I must create a new one or relabel this, considering this field has been used in the projects.",,,,,,,14228,ORBIS-548,To Refactor Project Creations,Done,03/Feb/26 2:26 PM
Register the Hourly Budget in the project,ORBIS-598,15070,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,03/Dec/25 1:33 PM,03/Feb/26 2:26 PM,,03/Feb/26 2:26 PM,,0,,,"* When a project is created, retrieve the *LABOR HOURS* from each quotation line and record them in the project under the *“Total Hours Budget”* section.
* If a quotation line contains multiple sub-items, the *LABOR HOURS* for all sub-items must be *summed* before being recorded.

Price List:

!image-20251203-213430.png|width=129,alt=""image-20251203-213430.png""!

Project:

!image-20251203-213437.png|width=129,alt=""image-20251203-213437.png""!",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/Dec/25 1:34 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251203-213430.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13808,03/Dec/25 1:34 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20251203-213437.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008ey:,ORBIS Sprint 6,ORBIS Sprint 7,,,,8.0,,,,,,,,,,14228,ORBIS-548,To Refactor Project Creations,Done,03/Feb/26 2:26 PM
Import data in Salesforce,ORBIS-597,15036,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,03/Dec/25 11:45 AM,04/Dec/25 4:53 AM,,04/Dec/25 4:53 AM,,0,,,,,Ruben Orellana Gutierrez,,,,,712020:56472b32-05f9-4cf4-8890-dfc424324468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008eq:,ORBIS Sprint 6,ORBIS Sprint 7,ORBIS Sprint 9,,,,,,,,,,,,,14928,ORBIS-589,Create and Import Data into a New Salesforce Table,Done,04/Dec/25 4:53 AM
UI to display Smart Table per Project - Testing,ORBIS-596,15002,Task,Wont Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,03/Dec/25 5:47 AM,02/Jan/26 5:31 AM,,02/Jan/26 5:31 AM,,0,,,,,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:sgv,,,,,,,,,"08/Dec/25 7:29 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;(flag) Flag added 

We need to work with Karen the Critial Path to Testing Projects","02/Jan/26 5:31 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;(flagoff) Flag removed 

Critical path were defined in the Milestone Templates by Karen Team",,,,,,12336,ORBIS-146,Programs Project,Done,02/Jan/26 5:31 AM
Test Report AI module in portal / directus,ORBIS-595,14969,Task,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,02/Dec/25 10:21 AM,23/Feb/26 9:28 AM,,,,0,,,"When a client uploads a test report to the document required flow, we need to kick off a AI process that will attempt to gather the details in this spreadsheet from the test report

[^RF_Formulario_V7.2.xls] 

This data will need to be persisted in a way that will enable the engineering planning phase to continue",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/Dec/25 10:23 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;RF_Formulario_V7.2.xls;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:sgvf,ORBIS Sprint 6,ORBIS Sprint 7,,,,13.0,,,,,,,,,,,,,To Do,02/Dec/25 10:21 AM
MCB - Update Header on Telecom Forms,ORBIS-594,14968,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,02/Dec/25 10:04 AM,08/Dec/25 5:53 AM,,08/Dec/25 5:53 AM,,0,,,"Update the header of the Telecom PDF forms according to the specifications provided in the attached file.
[https://mexicocertifyingbodysc-my.sharepoint.com/personal/jmbecerril_mexicocb_com_mx/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fjmbecerril%5Fmexicocb%5Fcom%5Fmx%2FDocuments%2FSolicitud%20de%20atencion%20MEMBRETE%2Epdf&parent=%2Fpersonal%2Fjmbecerril%5Fmexicocb%5Fcom%5Fmx%2FDocuments&ga=1|https://mexicocertifyingbodysc-my.sharepoint.com/personal/jmbecerril_mexicocb_com_mx/_layouts/15/onedrive.aspx?id=%2Fpersonal%2Fjmbecerril%5Fmexicocb%5Fcom%5Fmx%2FDocuments%2FSolicitud%20de%20atencion%20MEMBRETE%2Epdf&parent=%2Fpersonal%2Fjmbecerril%5Fmexicocb%5Fcom%5Fmx%2FDocuments&ga=1]

*Acceptance Criteria (AC):*

* Apply the required updates to the form headers.
* Deploy the changes to the testing environment.
* Deploy to the production environment once the changes have been validated.",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i007de:r,ORBIS Sprint 6,,,,,3.0,,,,,,,,,,,,,Done,08/Dec/25 5:53 AM
Refactor the project creation process to have the lead times and regulations,ORBIS-593,14935,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,02/Dec/25 5:53 AM,03/Feb/26 2:25 PM,,03/Feb/26 2:25 PM,,0,,,,,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008e2:,ORBIS Sprint 6,ORBIS Sprint 7,,,,13.0,,,,,,,,,,14228,ORBIS-548,To Refactor Project Creations,Done,03/Feb/26 2:25 PM
Refactor the process of sending data to the backend,ORBIS-592,14933,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,02/Dec/25 5:53 AM,03/Feb/26 2:25 PM,,03/Feb/26 2:25 PM,,0,,,,,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008du:,ORBIS Sprint 6,ORBIS Sprint 7,,,,3.0,,,,,,,,,,14228,ORBIS-548,To Refactor Project Creations,Done,03/Feb/26 2:25 PM
Create a new Modal window to set the template with regulations,ORBIS-591,14931,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,02/Dec/25 5:50 AM,03/Feb/26 2:25 PM,,03/Feb/26 2:25 PM,,0,,,,,Fernando Rodriguez,,,,,5f2ddfb0c1b9f4001cdc43c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008dm:,ORBIS Sprint 6,ORBIS Sprint 7,,,,8.0,,,,,,,,,,14228,ORBIS-548,To Refactor Project Creations,Done,03/Feb/26 2:25 PM
Modify the PDF Submission Request to Include Required Documents,ORBIS-590,14929,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,02/Dec/25 5:34 AM,21/Jan/26 3:38 PM,,15/Dec/25 7:57 AM,,0,Programs-Not-Deploy,,"For each quote line, retrieve the IDs of the required documents from the *TemplatesSummary* table.
The lookup must filter by *COUNTRY*, *AREA*, and *REGULATION* to identify the correct document IDs.
Then, update the API: [API TO ACCEPT/REJECT QUOTATION FORM WEBSITE - Quote System - Confluence|https://mexicocertifyingbody.atlassian.net/wiki/spaces/QS/pages/175636482/API+TO+ACCEPT+REJECT+QUOTATION+FORM+WEBSITE]

*Request Example:*

{noformat}{
    ""success"": true,
    ""message"": ""Opportunity was updated successfully""

    ""program_id"": ""xxxxxxx"", 
    ""document_required_suggestion"": [""bo__telecom"", ""ar__telecom"", ...]
}{noformat}

*Acceptance Criteria (AC):*

* Update the API  to include the array of required document IDs.
* Update Confluence Documentation
* Deploy the changes to *Salesforce Dev24*.
* Deploy the changes to *Salesforce Production*.",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:hzzzzi,ORBIS Sprint 6,ORBIS Sprint 7,,,,5.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,15/Dec/25 7:57 AM
Create and Import Data into a New Salesforce Table,ORBIS-589,14928,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,02/Dec/25 5:34 AM,09/Mar/26 7:00 AM,,05/Feb/26 10:45 AM,,0,No-QA-Required,,"Create a new table in Salesforce and load into it the Milestones summary data provided by the Operations team.
The table will be named *TemplatesSummary*. The source file is *“Safety List by Javier (2).xlsx”*, which contains multiple sheets that must be consolidated.

[Safety List by Javier (2).xlsx|https://orbiscompliancellc.sharepoint.com/:x:/r/sites/ORBIS-Transformation-SalesforcePrograms/_layouts/15/Doc.aspx?sourcedoc=%7BBD2693DE-8100-413D-BAAA-E3688980C802%7D&file=Safety%20List%20by%20Javier%20(2).xlsx&action=default&mobileredirect=true]

*Acceptance Criteria (AC):*

* Create the *TemplatesSummary* table in Salesforce based on the structure of the Excel file.
* Convert the Excel file into a *CSV*, merging all sheets into a single tab.
* Import the data into the *Salesforce Dev24* environment.
* Import the data into the *Salesforce Production* environment.",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|hzzzzv:,ORBIS Sprint 6,ORBIS Sprint 7,ORBIS Sprint 9,,,8.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,05/Feb/26 10:45 AM
Analyze Smart Table to Testing Project,ORBIS-588,14895,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,01/Dec/25 5:14 AM,21/Jan/26 3:38 PM,,19/Dec/25 6:09 AM,,0,No-QA-Required,,"Analyze the smart table for testing-type projects, defining their final structure, required documents, and critical path.

[Analisis Smat Tables.docx|https://orbiscompliancellc-my.sharepoint.com/:w:/r/personal/smamani_orbiscompliance_com//_layouts/15/Doc2.aspx?action=edit&sourcedoc=%7B5567d663-009c-4664-8d44-f478a9b1f745%7D&wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1764172081844&web=1]
[Preguntas Programas - Proyectos.docx|https://orbiscompliancellc-my.sharepoint.com/:w:/g/personal/smamani_orbiscompliance_com/Ee0EDEExtmlCsSOq2g50u4oB8a8THLXvkMpHPNUQQWomKg?wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1763672296524&web=1]

[ORBIS - Transformation - Salesforce Programs - Documentos - 01 MILESTONE TEMPLATES - Todos los documentos|https://orbiscompliancellc.sharepoint.com/sites/ORBIS-Transformation-SalesforcePrograms/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FORBIS%2DTransformation%2DSalesforcePrograms%2FShared%20Documents%2FSalesforce%20Programs%2FPrograms%2FSalesforce%20templates%2F01%20MILESTONE%20TEMPLATES&p=true&ga=1]

AC:

* -Define the final structure of the Smart Table. -
* -Define the critical path.-
* -Define where the dates for SCHEDULE - ESTIMATED DATE OF COMPLETION (EDC) will come from.-
* -Define how alerts will be displayed (Overdue, In Progress, Pending, Completed).-",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006i2:hzzzy,ORBIS Sprint 6,ORBIS Sprint 7,,,,13.0,,,"01/Dec/25 5:16 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;(flag) Flag added 

We need a meeting with the operations team to analyze the Smart Tables for testing projects.","11/Dec/25 8:12 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;(flagoff) Flag removed 

Karen clarified somem questions on the meeting","11/Dec/25 8:20 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;* The critial route is defined in the next file

[Templates Brazil and Mexico.xlsx|https://orbiscompliancellc.sharepoint.com/:x:/s/ORBIS-Transformation-SalesforcePrograms/IQAJCe9SS7l6RYdGcj1n4nRAASDUCygc1NN3bXTCRJZz1Ss?nav=MTVfezU5MzdDODU2LTBBODgtOEQ0My1BNEM1LUY0MkY5QjJGQzVGN30&wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1765392344686&web=1]

* Juan is modifing the Milestone Templates to updload Salesforce
* Task wont be showing in the Smart Table Report
* The Smart Tables files, will be devilered by Friday, 13/11/2025
* The Milestones Templates, will be devivered by Friday 13/11/2025
* Feedback:
** Use Actual Lead Time field in the Milestone to set the date of the task end
** Dont check the field completed, because it must be checked manually by users
** Show Alert  in the projects when the Documentation Gatering is out of the date range
** Set schedule in a trigger when the kickoff is defined
** Set colors in the project list in the program
*** Orange: if the documentation gathering date is out of range
*** Red: if the dates in the Smart Table are in 'Delay' status
*** Green: completed projects: if they have Actual lead time recorded",,,,,12336,ORBIS-146,Programs Project,Done,19/Dec/25 6:09 AM
Analyze Smat Table to Documental Projects,ORBIS-587,14894,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,01/Dec/25 4:59 AM,03/Dec/25 2:59 PM,,03/Dec/25 2:59 PM,,0,No-QA-Required,,"Analyze the smart table for documentary-type projects, defining their final structure, required documents, and critical path.

[Analisis Smat Tables.docx|https://orbiscompliancellc-my.sharepoint.com/:w:/r/personal/smamani_orbiscompliance_com//_layouts/15/Doc2.aspx?action=edit&sourcedoc=%7B5567d663-009c-4664-8d44-f478a9b1f745%7D&wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1764172081844&web=1]
[Preguntas Programas - Proyectos.docx|https://orbiscompliancellc-my.sharepoint.com/:w:/g/personal/smamani_orbiscompliance_com/Ee0EDEExtmlCsSOq2g50u4oB8a8THLXvkMpHPNUQQWomKg?wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1763672296524&web=1]

[ORBIS - Transformation - Salesforce Programs - Documentos - 01 MILESTONE TEMPLATES - Todos los documentos|https://orbiscompliancellc.sharepoint.com/sites/ORBIS-Transformation-SalesforcePrograms/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FORBIS%2DTransformation%2DSalesforcePrograms%2FShared%20Documents%2FSalesforce%20Programs%2FPrograms%2FSalesforce%20templates%2F01%20MILESTONE%20TEMPLATES&p=true&ga=1]


AC:

* -Define the final structure of the Smart Table. -
* -Define the critical path.-
* -Define where the dates for SCHEDULE - ESTIMATED DATE OF COMPLETION (EDC) will come from.-
* -Define how alerts will be displayed (Pendding, Completed, Completed with Delay, Delay).-",,Saul Mamani,,,,,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/Dec/25 2:58 PM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Smart Table Task - EN.docx;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/13842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i008cq:,ORBIS Sprint 6,,,,,8.0,,,"03/Dec/25 5:56 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;Result of the analizys:

[Smart Table Temaple Suggestion.xlsx|https://orbiscompliancellc-my.sharepoint.com/:x:/g/personal/smamani_orbiscompliance_com/IQBwbxELRv-lR4Zo7tf56ljKAdV66dwZBQBHXOXZwCi7vew?e=4YNOVp]

[Tareas Smart Table.docx|https://orbiscompliancellc-my.sharepoint.com/:w:/g/personal/smamani_orbiscompliance_com/IQD7mup2ZruRRKt0tbD2GuiUAVXss6bnc9z4w1PAawa0cHs?e=nUpmew]

[^Smart Table Task - EN.docx] ",,,,,,,12336,ORBIS-146,Programs Project,Done,03/Dec/25 2:59 PM
